A  	Element	Z  	N  	Energy  	JPi           	Mass Exc            	Unc       	T1/2 (txt)               	T1/2 (seconds)           	Abund.    	Unc     	Dec Mode	Branching (%) 
186	Tl     	81 	105	0.0000  	(7+)          	-19.887             	0.022     	27.5 S 1                 	27.5                     	          	        	A       	~ 6.0E-3    
186	Tl     	81 	105	0.3740  	(10-)         	-19.513             	0.022     	2.9 S 0.2                	2.9                      	          	        	IT      	100.00      
187	Tl     	81 	106	0.0000  	(1/2+)        	-22.445             	0.008     	51 S AP                  	51                       	          	        	EC      	100.00      
187	Tl     	81 	106	0.0000  	(1/2+)        	-22.445             	0.008     	51 S AP                  	51                       	          	        	A       	~ 0.03      
187	Tl     	81 	106	0.3340  	(9/2-)        	-22.111             	0.008     	15.60 S 0.12             	15.6                     	          	        	EC      	< 99.90     
187	Tl     	81 	106	0.3340  	(9/2-)        	-22.111             	0.008     	15.60 S 0.12             	15.6                     	          	        	IT      	< 99.90     
187	Tl     	81 	106	0.3340  	(9/2-)        	-22.111             	0.008     	15.60 S 0.12             	15.6                     	          	        	A       	0.15        
188	Tl     	81 	107	0.0000  	(2-)          	-22.34              	0.03      	71 S 2                   	71                       	          	        	EC      	100.00      
188	Tl     	81 	107	0.0000  	(7+)          	-22.34              	0.03      	71 S 1                   	71                       	          	        	EC      	100.00      
188	Tl     	81 	107	0.2688  	(9-)          	-22.07              	0.03      	41 MS 4                  	0.041                    	          	        	IT      	100.00      
188	Tl     	81 	107	0.2688  	(9-)          	-22.07              	0.03      	41 MS 4                  	0.041                    	          	        	EC      	            
189	Tl     	81 	108	0.0000  	(1/2+)        	-24.616             	0.008     	2.3 M 0.2                	138                      	          	        	EC      	100.00      
189	Tl     	81 	108	0.2576  	(9/2-)        	-24.358             	0.008     	1.4 M 0.1                	84                       	          	        	IT      	< 4.00      
189	Tl     	81 	108	0.2576  	(9/2-)        	-24.358             	0.008     	1.4 M 0.1                	84                       	          	        	EC      	< 100.00    
190	Tl     	81 	109	0.0000  	2(-)          	-24.372             	0.008     	2.6 M 0.3                	156                      	          	        	EC      	100.00      
190	Tl     	81 	109	0.0000  	7(+)          	-24.372             	0.008     	3.7 M 0.3                	222                      	          	        	EC      	100.00      
190	Tl     	81 	109	0.1619  	(8-)          	-24.21              	0.008     	0.75 MS 0.04             	7.5E-4                   	          	        	IT      	100.00      
191	Tl     	81 	110	0.0000  	(1/2+)        	-26.283             	0.007     	                         	                         	          	        	EC      	100.00      
191	Tl     	81 	110	0.0000  	9/2(-)        	-26.283             	0.007     	5.22 M 0.16              	313.2                    	          	        	        	            
192	Tl     	81 	111	0.0000  	(2-)          	-25.87              	0.03      	9.6 M 0.4                	576                      	          	        	EC      	100.00      
192	Tl     	81 	111	0.1560  	(7+)          	-25.72              	0.03      	10.8 M 0.2               	648                      	          	        	EC      	100.00      
193	Tl     	81 	112	0.0000  	1/2(+)        	-27.477             	0.007     	21.6 M 0.8               	1296                     	          	        	EC      	100.00      
193	Tl     	81 	112	0.3652  	(9/2-)        	-27.112             	0.007     	2.11 M 0.15              	126.6                    	          	        	IT      	<= 75.00    
193	Tl     	81 	112	0.3652  	(9/2-)        	-27.112             	0.007     	2.11 M 0.15              	126.6                    	          	        	EC      	>= 25.00    
194	Tl     	81 	113	0.0000  	2-            	-26.937             	0.014     	33.0 M 0.5               	1980                     	          	        	EC      	100.00      
194	Tl     	81 	113	0.0000  	2-            	-26.937             	0.014     	33.0 M 0.5               	1980                     	          	        	A       	< 1.0E-7    
194	Tl     	81 	113	0.0000  	(7+)          	-26.937             	0.014     	32.8 M 0.2               	1967.1                   	          	        	EC      	100.00      
195	Tl     	81 	114	0.0000  	1/2+          	-28.155             	0.011     	1.16 H 0.05              	4176                     	          	        	EC      	100.00      
195	Tl     	81 	114	0.4826  	9/2-          	-27.673             	0.011     	3.6 S 0.4                	3.6                      	          	        	IT      	100.00      
196	Tl     	81 	115	0.0000  	2-            	-27.497             	0.012     	1.84 H 0.03              	6624                     	          	        	EC      	100.00      
196	Tl     	81 	115	0.3942  	(7+)          	-27.102             	0.012     	1.41 H 0.02              	5076                     	          	        	IT      	3.80        
196	Tl     	81 	115	0.3942  	(7+)          	-27.102             	0.012     	1.41 H 0.02              	5076                     	          	        	EC      	96.20       
197	Tl     	81 	116	0.0000  	1/2+          	-28.342             	0.016     	2.84 H 0.04              	10224                    	          	        	EC      	100.00      
197	Tl     	81 	116	0.6082  	9/2-          	-27.733             	0.016     	0.54 S 0.01              	0.54                     	          	        	IT      	100.00      
198	Tl     	81 	117	0.0000  	2-            	-27.529             	0.008     	5.3 H 0.5                	19080                    	          	        	EC      	100.00      
198	Tl     	81 	117	0.5436  	7+            	-26.985             	0.008     	1.87 H 0.03              	6732                     	          	        	IT      	44.10       
198	Tl     	81 	117	0.5436  	7+            	-26.985             	0.008     	1.87 H 0.03              	6732                     	          	        	EC      	55.90       
198	Tl     	81 	117	0.7424  	(10-)         	-26.786             	0.008     	32.1 MS 1                	0.0321                   	          	        	IT      	100.00      
199	Tl     	81 	118	0.0000  	1/2+          	-28.06              	0.03      	7.42 H 0.08              	26712                    	          	        	EC      	100.00      
199	Tl     	81 	118	0.7489  	9/2-          	-27.31              	0.03      	28.4 MS 0.2              	0.0284                   	          	        	IT      	100.00      
200	Tl     	81 	119	0.0000  	2-            	-27.047             	0.006     	26.1 H 0.1               	93960                    	          	        	EC      	100.00      
200	Tl     	81 	119	0.7536  	7+            	-26.294             	0.006     	34.0 MS 0.9              	0.034                    	          	        	IT      	100.00      
201	Tl     	81 	120	0.0000  	1/2+          	-27.181             	0.014     	3.0421 D 0.0017          	262837.44                	          	        	EC      	100.00      
201	Tl     	81 	120	0.9192  	(9/2-)        	-26.262             	0.014     	2.01 MS 0.07             	0.00201                  	          	        	IT      	100.00      
202	Tl     	81 	121	0.0000  	2-            	-25.9802            	0.0016    	12.31 D 0.08             	1063584                  	          	        	EC      	100.00      
203	Tl     	81 	122	0.0000  	1/2+          	-25.7614            	0.0012    	STABLE                   	infinity                 	29.524%   	0.001   	        	            
204	Tl     	81 	123	0.0000  	2-            	-24.3461            	0.0012    	3.783 Y 0.012            	1.194E8                  	          	        	B-      	97.08       
204	Tl     	81 	123	0.0000  	2-            	-24.3461            	0.0012    	3.783 Y 0.012            	1.194E8                  	          	        	EC      	2.92        
205	Tl     	81 	124	0.0000  	1/2+          	-23.8209            	0.0012    	STABLE                   	infinity                 	70.48%    	0.01    	        	            
